budget,homepage,id,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,director,spokenlang,prodcountries,prodcomp
207000000,,254,film business screenplay show business film making film producer,en,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",61.22601,14/12/2005,550000000,187,Released,King Kong,6.6,2337,Peter Jackson,English,New Zealand,"['WingNut Films', 'Universal Pictures', 'Big Primate Pictures', 'MFPV Film']"
207000000,,254,film business screenplay show business film making film producer,en,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",61.22601,14/12/2005,550000000,187,Released,King Kong,6.6,2337,Peter Jackson,English, United States of America,"['WingNut Films', 'Universal Pictures', 'Big Primate Pictures', 'MFPV Film']"
207000000,,254,film business screenplay show business film making film producer,en,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",61.22601,14/12/2005,550000000,187,Released,King Kong,6.6,2337,Peter Jackson,English, Germany,"['WingNut Films', 'Universal Pictures', 'Big Primate Pictures', 'MFPV Film']"
150000000,http://www2.warnerbros.com/batmanbegins/index.html,272,himalaya martial arts dc comics crime fighter secret identity,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",115.040024,10/06/2005,374218673,140,Released,Batman Begins,7.5,7359,Christopher Nolan,English,United Kingdom,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Patalex III Productions Limited']"
150000000,http://www2.warnerbros.com/batmanbegins/index.html,272,himalaya martial arts dc comics crime fighter secret identity,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",115.040024,10/06/2005,374218673,140,Released,Batman Begins,7.5,7359,Christopher Nolan,English, United States of America,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Patalex III Productions Limited']"
150000000,http://www2.warnerbros.com/batmanbegins/index.html,272,himalaya martial arts dc comics crime fighter secret identity,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",115.040024,10/06/2005,374218673,140,Released,Batman Begins,7.5,7359,Christopher Nolan, اردو,United Kingdom,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Patalex III Productions Limited']"
150000000,http://www2.warnerbros.com/batmanbegins/index.html,272,himalaya martial arts dc comics crime fighter secret identity,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",115.040024,10/06/2005,374218673,140,Released,Batman Begins,7.5,7359,Christopher Nolan, اردو, United States of America,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Patalex III Productions Limited']"
150000000,http://www2.warnerbros.com/batmanbegins/index.html,272,himalaya martial arts dc comics crime fighter secret identity,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",115.040024,10/06/2005,374218673,140,Released,Batman Begins,7.5,7359,Christopher Nolan, 普通话,United Kingdom,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Patalex III Productions Limited']"
150000000,http://www2.warnerbros.com/batmanbegins/index.html,272,himalaya martial arts dc comics crime fighter secret identity,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",115.040024,10/06/2005,374218673,140,Released,Batman Begins,7.5,7359,Christopher Nolan, 普通话, United States of America,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Patalex III Productions Limited']"
300000000,http://disney.go.com/disneypictures/pirates/,285,ocean drug abuse exotic island east india trading company love of one's life,en,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",139.082615,19/05/2007,961000000,169,Released,Pirates of the Caribbean: At World's End,6.9,4500,Gore Verbinski,English,United States of America,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']"
200000000,,296,saving the world artificial intelligence man vs machine cyborg killer robot,en,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",69.405188,02/07/2003,435000000,109,Released,Terminator 3: Rise of the Machines,5.9,2143,Jonathan Mostow,English,Germany,"['Columbia Pictures', 'Intermedia Films', 'Warner Bros.', 'C-2 Pictures', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Mostow/Lieberman Productions']"
200000000,,296,saving the world artificial intelligence man vs machine cyborg killer robot,en,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",69.405188,02/07/2003,435000000,109,Released,Terminator 3: Rise of the Machines,5.9,2143,Jonathan Mostow,English, United Kingdom,"['Columbia Pictures', 'Intermedia Films', 'Warner Bros.', 'C-2 Pictures', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Mostow/Lieberman Productions']"
200000000,,296,saving the world artificial intelligence man vs machine cyborg killer robot,en,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",69.405188,02/07/2003,435000000,109,Released,Terminator 3: Rise of the Machines,5.9,2143,Jonathan Mostow,English, United States of America,"['Columbia Pictures', 'Intermedia Films', 'Warner Bros.', 'C-2 Pictures', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Mostow/Lieberman Productions']"
85000000,http://oceans13.warnerbros.com/,298,casino thief revenge heist las vegas,en,Ocean's Thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",42.069993,07/06/2007,311312624,122,Released,Ocean's Thirteen,6.5,1999,Steven Soderbergh,Español,United States of America,"['Village Roadshow Pictures', 'Section Eight', 'Jerry Weintraub Productions', 'Warner Bros.']"
85000000,http://oceans13.warnerbros.com/,298,casino thief revenge heist las vegas,en,Ocean's Thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",42.069993,07/06/2007,311312624,122,Released,Ocean's Thirteen,6.5,1999,Steven Soderbergh, English,United States of America,"['Village Roadshow Pictures', 'Section Eight', 'Jerry Weintraub Productions', 'Warner Bros.']"
85000000,http://oceans13.warnerbros.com/,298,casino thief revenge heist las vegas,en,Ocean's Thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",42.069993,07/06/2007,311312624,122,Released,Ocean's Thirteen,6.5,1999,Steven Soderbergh, Français,United States of America,"['Village Roadshow Pictures', 'Section Eight', 'Jerry Weintraub Productions', 'Warner Bros.']"
80000000,http://www.brucealmighty.com/,310,christianity moon responsability moses street gang,en,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",109.684788,23/05/2003,484572835,101,Released,Bruce Almighty,6.4,3012,Tom Shadyac,English,United States of America,"['Universal Pictures', 'Spyglass Entertainment', 'Shady Acres Entertainment', 'Pit Bull Productions']"
73000000,,330,exotic island dna paleontology tyrannosaurus rex velociraptor,en,The Lost World: Jurassic Park,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2.502487,23/05/1997,229074524,129,Released,The Lost World: Jurassic Park,6.2,2487,Steven Spielberg,English,United States of America,"['Universal Pictures', 'Amblin Entertainment']"
93000000,,331,exotic island dna paleontology tyrannosaurus rex velociraptor,en,Jurassic Park III,"In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",1.859364,18/07/2001,368780809,92,Released,Jurassic Park III,5.7,2077,Joe Johnston,English,United States of America,"['Universal Studios', 'Amblin Entertainment']"
